clase,x,y,content
4,0.15236005,0.37902492,"['get', 'one', 'back', 'thinking', 'nap', 'really', 'need', 'later', 'twitterpeeps']"
4,0.16062984,3.0085056,"['forward', 'trying', 'pay', 'figure', 'way']"
4,0.26193845,0.23832238,"['oh', 'may', 'buy', 'many', 'go', 'weeks', 'overdraft', 'nd', 'aswell', 'extend', 'today', 'time', 'twilight', 'dvd', 'gonna']"
4,2.1561046,-0.69475913,"['first', 'awww', 'twitter']"
4,1.1290009,0.78577876,"['simonbotes', 'like', 'glad']"
4,1.3833803,0.27583143,"['regret', 'woo', 'lightblue']"
4,-0.65506226,0.18642557,"['much', 'theaptour', 'thanks']"
4,1.9598036,2.5858912,['please']
4,0.12815014,-0.1105776,"['sad', 'one', 'sjs', 'haha', 'laughs', 'entirely', 'addicted', 'day', 'site', 'saw', 'endless']"
4,-0.5944524,0.37926677,"['thanks', 'heah', 'nuts', 'lolly', 'dying']"
4,-81.583435,12.217536,"['hey', 'life', 'quot', 'boring', 'blink', 'please', 'mark', 'know', 'song', 'really', 'markhoppus', 'tell', 'head', 'doubt', 'want', 'years']"
4,1.3105631,1.5673212,"['think', 'jordan', 'kelly', 'va', 'got']"
4,-1.9066277,-0.57049894,"['london', 'running', 'calling']"
4,0.32978594,0.17737198,"['girls', 'hahaa', 'xxxx', 'sun', 'cannot', 'tooo', 'eyyy', 'loved', 'time', 'day', 'bused', 'home', 'ace', 'darl', 'food', 'beaten']"
4,0.2934921,0.4123624,"['meant', 'hair', 'school', 'getting', 'cbf', 'soon', 'cut', 'lol', 'dancing', 'home', 'got']"
4,1.3910443,-0.77917266,"['wish', 'tomorrow', 'sleeeeeeeeeep', 'luck', 'interview']"
4,0.23498131,0.08556445,"['look', 'quot', 'new', 'sad', 'yesterday', 'movie', 'babs', 'underneith', 'transformer', 'shop', 'musik', 'like', 'entrance', 'awwh']"
4,-1.0288128,-1.0525366,"['lauredhel', 'lj', 'friended']"
4,2.0564542,-2.5509002,"['eating', 'cream', 'ice', 'heat', 'reduce']"
4,0.29871717,-0.31055328,"['game', 'beautiful', 'without', 'whats', 'diego', 'san', 'good', 'fight', 'wow', 'even']"
4,0.40827182,-0.5477274,"['media', 'new', 'structure', 'digitalhumanist', 'epistemographer', 'program', 'heavenly', 'phd', 'support', 'like', 'disciplinary', 'sounds']"
4,0.3555081,0.061549418,"['class', 'ahh', 'big', 'registration', 'tomorrow', 'next', 'two', 'goodnight', 'day', 'sem', 'twitterers', 'must', 'sleep', 'tests']"
4,-0.9908799,-2.1896417,"['claire', 'one', 'oxford', 'aisles', 'well', 'borders', 'tragic', 'brewer', 'seen']"
4,-1.6145179,0.25856814,"['esurance', 'carry', 'thornbek', 'hot', 'erin']"
4,0.34129474,-0.88009757,"['beleive', 'boobookittifukk', 'yet', 'sighting', 'hope', 'carpet', 'red']"
4,0.5293234,1.0690407,"['get', 'excited', 'fast', 'furious', 'cars']"
4,3.328241,-0.5197262,"['comeagainjen', 'jennifer']"
4,2.265301,-1.0102172,"['yay', 'homework', 'battle', 'betzitall', 'stress', 'great', 'staying', 'together', 'night', 'wall']"
4,0.26829204,-0.5305841,"['forgot', 'watched', 'grrrrr', 'funny', 'cosby', 'show', 'though', 'sleep', 'since']"
4,-1.033144,0.3394363,"['landrew', 'thanks', 'going', 'time', 'hehe', 'headline', 'incendiary']"
4,2.3067966,0.62857985,"['honeytech', 'morning', 'happy']"
4,-0.2716037,0.79668313,"['breakfasts', 'um', 'get', 'ready', 'cooked', 'sashakane', 'kids', 'need']"
4,0.9973594,-0.5352131,"['saad', 'time', 'right', 'late']"
4,-1.2113261,0.53253865,"['myk', 'buddy', 'thanks', 'hehe', 'high', 'fives']"
4,-0.29583797,0.7882947,"['incredible', 'made', 'committment', 'unison', 'agree', 'considering', 'sytycda', 'could', 'pressure', 'amazing']"
4,0.17375584,0.14035201,"['yeah', 'going', 'counted', 'drag', 'behave', 'times', 'today', 'lol', 'sure', 'cityrat', 'though', 'seems', 'tweets']"
4,2.6535776,-0.25370985,"['babiiesss', 'hahahaha', 'comeagainjen', 'wants', 'cooler']"
4,-1.4806072,1.6187483,"['heyyyyyy', 'lol', 'hook', 'reesh', 'want']"
4,0.13635986,1.1011062,"['ranch', 'comedy', 'night', 'back', 'house', 'saddle', 'boy']"
4,0.16805084,-0.03904931,"['grebel', 'last', 'undergrad', 'talent', 'first', 'today', 'time', 'exams', 'left', 'show', 'performed']"
4,-0.78929895,1.2970479,"['white', 'xshorty', 'lifex']"
4,-0.40376395,0.7998415,"['sama', 'belum', 'sarapan', 'client', 'haha', 'aja', 'disamperin', 'kok', 'rumah', 'udah', 'thesouthernstar', 'di']"
4,0.2903639,0.18275864,"['life', 'makes', 'reunion', 'new', 'happy', 'girl', 'jonathanrknight', 'embrace', 'kids', 'simple', 'like', 'extremely', 'things']"
4,0.8061807,-0.04442995,"['accountant', 'evidence', 'tomorrow', 'taxes', 'em', 'need', 'lapcat', 'even', 'send', 'oddly', 'though', 'referring', 'supporting']"
4,0.32986075,-0.032375477,"['gmic', 'wish', 'mmcallen', 'johanna', 'diego', 'san', 'meeting', 'already', 'said', 'spoke', 'great', 'could', 'sigh']"
4,-0.29431587,1.4174479,"['thanks', 'wonderful', 'portland', 'carrie', 'evening']"
4,2.2942502,0.48202553,"['yay', 'morning', 'sleep']"
4,-0.34461614,1.1314038,"['wal', 'excited', 'headed', 'mart', 'boxes', 'uber']"
4,1.3847191,-0.6985164,"['temporary', 'adulthood', 'scowls', 'lot', 'axisportals']"
4,-0.49735382,-0.46158463,"['melting', 'serendipity', 'movie', 'sweet', 'love', 'sighs']"
4,0.73412937,0.24300872,"['wake', 'ah', 'start', 'best', 'jon', 'jonathanrknight', 'tweet', 'thx', 'day', 'love']"
4,-0.14420243,2.228525,"['hair', 'inspiration', 'gt', 'dyeing', 'got']"
4,0.20601086,-1.7361976,"['account', 'around', 'created', 'looking']"
4,1.0132118,1.1453742,"['gunnna', 'amyg', 'things']"
4,0.7434863,2.7705023,"['far', 'interesting']"
4,0.42936262,0.046192717,"['hopefully', 'nearly', 'goes', 'tonight', 'posted', 'time', 'website', 'day', 'well', 'tweeted', 'night']"
4,0.93225753,1.0100847,"['time', 'long', 'good', 'craigsutton']"
4,0.052893914,1.0292782,"['seeing', 'buuren', 'excited', 'jizzin', 'tomorrow', 'van', 'thuquoc', 'pants', 'armin']"
4,1.8003781,-0.7559631,"['let', 'goes', 'good', 'know', 'luck', 'mehulbhuva']"
4,0.43019986,-0.042783294,"['ill', 'much', 'someday', 'peru', 'speechless', 'seriously', 'thank', 'tayswift', 'plz', 'forever', 'wait', 'come', 'amazing', 'congrats']"
4,-0.66214615,0.14646134,"['newborn', 'due', 'june', 'first', 'rogieking', 'congrats']"
4,-0.13606472,2.5797577,"['blue', 'dodgers', 'go', 'beat', 'padres']"
4,-0.55537033,0.5471445,"['phone', 'jbruin', 'updates', 'esp', 'lol', 'hit']"
4,0.45644796,0.25317216,"['smell', 'iowa', 'ever', 'glad', 'best', 'summer', 'back', 'hay', 'jonathanrknight', 'cutting', 'late', 'come', 'appreciate']"
4,0.29162702,-1.266304,"['game', 'life', 'happy', 'loving', 'bs', 'else', 'pjaficionado', 'everything', 'either', 'bonus', 'fun']"
4,2.2909184,-0.71455646,"['anything', 'awww', 'vuittonretarded']"
4,-2.0537438,-1.7072108,"['goodnight', 'mind']"
4,-0.28262594,1.5155053,"['oh', 'let', 'mistressathenax', 'surprise', 'lets']"
4,-0.5767141,-0.6555408,"['member', 'proud', 'future']"
4,0.6065658,1.4355824,"['stick', 'tattoo', 'usb', 'heyy', 'gift', 'donnie', 'got', 'pictures', 'miss']"
4,0.24940255,-0.21006756,"['game', 'better', 'quot', 'promo', 'drag', 'giant', 'original', 'tuck', 'song', 'nip', 'musicmonday', 'commercial', 'season', 'wicked']"
4,-1.3666264,0.9804706,"['overall', 'web', 'classroom', 'loved', 'wordahead', 'blog', 'post', 'fabulous']"
4,-0.5869982,0.0035281843,"['much', 'tommyruffin', 'following', 'twitter', 'espressowoman', 'luv']"
4,0.8149095,-1.6091992,"['kendallmassey', 'rocks', 'said', 'jclayville', 'tell']"
4,-0.638513,1.0145664,"['make', 'butler', 'something', 'happy', 'enjoy', 'gerry']"
4,-0.416,0.49809217,"['breakfast', 'church', 'baby', 'serving', 'easter', 'discovered', 'tonight', 'exciting', 'sure', 'suspect']"
4,13.240571,-76.024086,['tiandrance']
4,2.441943,0.56596315,"['yoavsegal', 'morning']"
4,-0.80816424,-1.4708285,"['twitter', 'finally', 'back']"
4,2.2069204,0.46892822,"['god', 'blessed', 'tonight', 'really', 'love', 'feeling', 'sho']"
4,1.2968551,0.15975922,"['buddy', 'see', 'wait', 'adamdexter']"
4,-0.55398864,0.5049012,"['last', 'joolz', 'thanks', 'brisbane', 'year', 'held', 'rogue', 'allan', 'soiree', 'photos']"
4,-0.6519708,-0.415745,"['dark', 'enjoy', 'post', 'within', 'link', 'chocolate']"
4,1.9987261,0.8882733,"['easy', 'something', 'know', 'time', 'chazdrums', 'answer']"
4,-0.32246843,0.926842,"['oh', 'god', 'looks', 'doggies', 'house', 'different', 'wow']"
4,0.94617605,0.42243662,"['sun', 'loved', 'working', 'ahhh', 'sunny', 'good', 'day', 'nose', 'burn']"
4,0.7978468,0.4887094,"['skim', 'keywords', 'last', 'quot', 'outlines', 'mean', 'online', 'semester', 'got', 'foamingbbq', 'read']"
4,-0.034326695,-0.12716325,"['ghods', 'net', 'utility', 'founding', 'yay', 'team', 'partner', 'first', 'excellent', 'love', 'box', 'sam', 'proud', 'building', 'business', 'dalecruse']"
4,0.30377418,0.16746084,"['st', 'many', 'feel', 'rock', 'glad', 'shows', 'good', 'tonight', 'jonathanrknight', 'hope', 'great', 'hear', 'night']"
4,0.47968754,0.61952406,"['oh', 'quot', 'bakula', 'anyone', 'tonight', 'chuck', 'else', 'catch', 'scott', 'boy']"
4,0.20344499,-0.16837786,"['media', 'trip', 'along', 'hearts', 'ms', 'ur', 'fatbellybella', 'best', 'badu', 'fret', 'guard', 'period', 'minds', 'true']"
4,2.4900715,-0.4476897,"['fixing', 'ahh', 'tedium', 'good', 'times', 'inventor', 'file', 'broken', 'links']"
4,3.2739215,0.42734095,['thedebbyryan']
4,-0.62567353,-0.99575454,"['make', 'laatina', 'mondays']"
4,0.23821689,0.09439069,"['try', 'going', 'past', 'tv', 'two', 'days', 'min', 'well', 'peepers', 'laying', 'watch', 'sleep', 'night', 'bed']"
4,-1.9696563,-1.681425,"['goodnight', 'officially', 'going', 'bed']"
4,0.28302065,-2.737939,"['painting', 'clothes']"
4,-0.30786294,0.8598892,"['brutha', 'yet', 'mutha', 'msaleem', 'lol', 'anotha']"
4,-1.2032564,-0.14457068,"['ryan', 'follow', 'ryanrossfanz', 'lt', 'uber']"
4,1.0031385,0.83948326,"['reply', 'close', 'one', 'eyes', 'jonathanrknight', 'hit', 'pick']"
4,-0.5304745,-1.3910763,"['family', 'thousands', 'across', 'ronashively', 'country', 'happy', 'connections', 'great', 'tell', 'academy']"
4,0.24261183,0.29749602,"['seeing', 'yeah', 'nice', 'ass', 'something', 'kno', 'haha', 'queenie', 'lol', 'drunk', 'hum', 'party', 'take', 'janets']"
4,-1.5580932,0.28088266,"['ankie', 'beginning', 'new', 'star', 'wonderful', 'card', 'nightcard', 'welcome']"
4,0.48162043,2.0950985,"['german', 'feels', 'sydney', 'bakeries', 'honey', 'loves', 'imported', 'home', 'like', 'together']"
4,-44.86609,-69.49966,['uncle']
4,1.0691665,-0.9841149,"['better', 'self', 'katiehayes', 'said', 'levon']"
4,-0.84827405,1.0018468,"['dmf', 'change', 'references', 'queen', 'name', 'understands', 'fiction', 'science', 'qoosfr', 'person', 'instead', 'obscure', 'cbn']"
4,-1.5760183,1.3373474,"['picnic', 'fabulous', 'dolfinfan']"
4,-0.02156712,2.069114,"['nyc', 'davejmatthews', 'back', 'welcome']"
4,-0.66832006,0.2355463,"['havent', 'friend', 'talk', 'best', 'sorry', 'replied', 'nashipear', 'talking']"
4,0.77745336,0.54971224,"['oh', 'buy', 'one', 'go', 'come', 'gonna', 'corinmcblide', 'ok']"
4,-1.3881327,-0.5658005,"['photoshoot', 'tafe', 'quiz', 'sezdawg']"
4,2.0885148,-0.7449236,"['challenge', 'luck', 'good', 'berofx']"
4,0.26432574,-2.5992908,"['oh', 'found', 'em', 'xd', 'love', 'clothes']"
4,2.5982594,1.403174,"['start', 'nights', 'rocking', 'gonna', 'neverwinter', 'doubt']"
4,-0.047845587,1.9407588,"['hair', 'gyal', 'kameelahwrites', 'phew']"
4,-1.3447254,-1.1793851,"['real', 'keepin']"
4,1.6041639,-1.6483226,"['lt', 'branded']"
4,0.5584884,1.0542626,"['pfers', 'nice', 'many', 'us', 'adding', 'see', 'fellow']"
4,-0.8242032,1.6899017,"['impossible', 'playing', 'drinking', 'munchkin', 'good', 'eat', 'time', 'park', 'latte', 'chriswolfe']"
4,-1.3863472,-0.60978806,"['site', 'momentbymoment', 'sure']"
4,1.8363125,-0.56951565,"['good', 'jonathanrknight', 'need', 'luck', 'cruise', 'gonna']"
4,0.49668863,1.0509322,"['cooking', 'tells', 'us', 'vegetables', 'glutenfreegirl', 'produces', 'neighbor', 'well', 'whatever']"
4,1.2329842,-0.3232857,"['today', 'cel', 'hi', 'milagro']"
4,1.8118618,0.6682299,"['goooooood', 'today', 'morning', 'chubbx']"
4,0.84458756,1.1077241,"['blame', 'good', 'brittyds', 'like', 'things']"
4,-0.54417527,0.39980587,"['darkknight', 'little', 'wednesday', 'think', 'oven', 'okay', 'pm']"
4,-0.16538785,-1.6064832,"['people', 'lotsa', 'lorigama', 'winks', 'excellent', 'hehe', 'loving']"
4,-0.30093208,0.3072043,"['planet', 'little', 'another', 'zhen', 'think', 'odd', 'jia', 'thing', 'like']"
4,0.25089452,-0.07790221,"['nice', 'yesterday', 'friend', 'talks', 'told', 'pay', 'sure', 'amidst', 'hear', 'got', 'recession', 'hike']"
4,1.450285,-1.9133127,"['using', 'windows', 'tweetdeck', 'temporarily']"
4,-0.5050944,0.39127222,"['shoedazzle', 'excited', 'selection', 'shoe', 'joined', 'society', 'kimkardashian', 'link', 'wait']"
4,0.9345638,0.6842712,"['robgokeemusic', 'made', 'going', 'stray', 'taken', 'know', 'sister', 'foreseen', 'pick', 'meetings']"
4,1.6302477,-0.7486669,"['us', 'direct', 'jonathanrknight', 'message', 'want', 'whatever']"
4,-31.672476,-72.67948,"['mars', 'thestars']"
4,0.26467884,1.0704504,"['strong', 'stats', 'week', 'starting', 'bad', 'submitted', 'challenge', 'fitness', 'night']"
4,2.2741735,-0.8964185,"['following', 'reason', 'com', 'facesbyrozzj', 'www']"
4,0.3403072,0.15612705,"['ym', 'past', 'missed', 'quite', 'days', 'busy', 'twitter', 'multiply', 'society', 'pet', 'use', 'internet', 'able']"
4,0.24708001,0.025185378,"['juz', 'must', 'power', 'hm', 'say', 'became', 'urs', 'ur', 'eps', 'mileycyrus', 'fan', 'lovin', 'humor', 'mucho', 'show', 'instantly', 'watchin']"
4,0.8973955,-1.9933343,"['wanted', 'bored', 'one', 'new', 'work', 'exactly', 'background', 'old']"
4,1.8803806,2.4808316,"['work', 'please', 'paragon', 'vote', 'lol']"
4,0.6752285,0.20882532,"['mrskutcher', 'morning', 'keep', 'different', 'time', 'see', 'forgetting', 'zone', 'pm', 'normal', 'tweets']"
4,0.59218776,0.44984195,"['mantia', 'youtube', 'work', 'something', 'snowing', 'mean', 'example', 'see', 'animation', 'video', 'curious']"
4,0.37916505,-1.7669972,"['therudetypist', 'invite', 'need', 'hunch']"
4,1.7703794,-0.33602247,"['jonathanrknight', 'thought', 'mac']"
4,1.316347,1.1897498,"['idea', 'help', 'jordan', 'jonathanrknight', 'maybe', 'answer', 'could']"
4,0.13117051,0.07081635,"['made', 'quot', 'friends', 'finally', 'animal', 'map', 'haha', 'love', 'like', 'panama']"
4,-21.65889,-78.402824,['manyas']
4,0.19672678,0.22488382,"['birds', 'one', 'us', 'gladly', 'ddlovato', 'house', 'join', 'two', 'squirrel', 'give', 'stone', 'kill', 'jenny']"
4,0.2725371,0.16950805,"['vocals', 'part', 'music', 'wanna', 'best', 'call', 'whichever', 'time', 'track', 'lol', 'bed', 'got', 'done']"
4,-0.5994517,0.18971705,"['wedding', 'sa', 'thanks', 'veil', 'abay', 'friend', 'tagalog', 'mau', 'part', 'kasal', 'entourage', 'carrying']"
4,-0.28870025,0.91363746,"['oh', 'sweat', 'morley', 'bern', 'sorry', 'petal', 'weather']"
4,-0.39035818,2.6210158,"['hey', 'today', 'dfizzy']"
4,-0.059226006,0.5820376,"['empty', 'anyone', 'trying', 'full', 'inbox', 'sorry', 'whoops', 'email', 'today', 'earlier']"
4,-0.19645835,0.10645512,"['dip', 'complaining', 'getting', 'tivon', 'chocolate', 'making', 'lol', 'sure', 'yoeyfreshier', 'wasnt', 'cleared']"
4,0.21143906,-0.20047183,"['life', 'quot', 'one', 'movie', 'mademoiselledee', 'got', 'freaky', 'like']"
4,1.7615106,-2.0585384,"['megan', 'hanging']"
4,-0.661753,-1.1798378,"['going', 'prep', 'tomorrow', 'early', 'cleveland', 'bed', 'interview']"
4,1.2770439,0.33259943,"['dogs', 'remedy', 'healthy', 'dog']"
4,-1.9590486,0.25272176,"['soma', 'sick', 'rocks']"
4,0.82120097,-2.0653024,"['bored', 'guys', 'edward', 'lol', 'yep', 'hunting', 'staceysoleil']"
4,1.1572424,-73.80718,"['heyyyyyyyyyyy', 'victoriaerin']"
4,0.7686241,-0.40908343,"['philosophy', 'blah', 'myspace', 'listening', 'aka', 'facebook', 'math', 'twitter', 'music', 'lt', 'studying']"
4,0.5234832,0.5019957,"['yr', 'earth', 'got', 'jonathanrknight', 'everyone', 'gift', 'lastnight', 'donnie', 'answer', 'old', 'ask', 'way']"
4,-0.59718895,-0.45555755,"['year', 'browser', 'first', 'time', 'psp']"
4,2.1233194,-0.78971034,"['luck', 'aparajuli', 'good']"
4,-0.3730419,-2.3169208,"['game', 'glad', 'first', 'angels', 'season']"
4,-0.81221277,2.8072598,"['continued', 'success', 'absolutely', 'misstoriblack', 'doubt']"
4,2.0177026,1.7569745,"['another', 'go', 'office', 'days', 'day']"
4,0.4698019,1.1533912,"['yeah', 'nice', 'wish', 'afford', 'mattimassacre', 'could', 'things']"
4,0.7900603,0.5486852,"['loic', 'get', 'friends', 'see', 'long', 'take', 'want']"
4,-0.15035899,1.8175013,"['regarding', 'ever', 'cartoon', 'uploading', 'newspaper', 'greatest', 'twitter']"
4,0.672788,1.055378,"['idea', 'ford', 'levimorales', 'liked', 'glad', 'good', 'every', 'henry']"
4,-2.2942338,-0.02685495,"['update', 'studying', 'friends']"
4,0.7723973,0.7949978,"['everythings', 'going', 'guys', 'glad', 'good', 'piercethevic', 'im']"
4,1.9133061,0.51262814,"['jonathanrknight', 'worry', 'happy']"
4,0.35713273,0.2858247,"['suplada', 'uk', 'enough', 'us', 'get', 'might', 'japan', 'fr', 'slow', 'desperate', 'stuff', 'headphones', 'tita', 'jac']"
4,0.03401141,1.8493382,"['nyc', 'saturday', 'eddieizzard', 'week', 'next', 'happen', 'gigs', 'still', 'friday']"
4,-0.16491263,-1.9287235,"['gr', 'baby', 'harris', 'ty', 'soon', 'Ã£Â¯Ã¢Â¿Ã¢Â½', 'tonight', 'emmylou', 'fl', 'upload']"
4,-0.024422752,-0.04370692,"['make', 'cuz', 'hand', 'gona', 'cheeck', 'thiss', 'boy', 'threw', 'im', 'marvelous', 'weeeek', 'hoow', 'idk']"
4,-0.043544527,-0.44462666,"['dont', 'fall', 'tomorrow', 'seven', 'pounds', 'watching', 'aftermidnightproject', 'mom', 'hope', 'asleep']"
4,-0.27716526,-0.3258436,"['capones', 'awesome', 'work', 'jennmae', 'around', 'puppy', 'home', 'take']"
4,0.31486323,-1.1190077,"['photo', 'nerdist', 'vegas']"
4,0.98411244,-1.773129,"['yeah', 'elissakim', 'day', 'opening']"
4,1.3532931,0.6088916,"['look', 'iamdiddy', 'feel', 'working', 'good', 'major', 'results', 'hate']"
4,-0.7828362,-0.6318844,"['team', 'fmsquatro', 'al']"
4,1.748932,1.2331363,"['really', 'day', 'good', 'shoppping']"
4,1.4749032,1.2526648,"['hope', 'kamy', 'works', 'ok']"
4,-1.04042,-1.5074075,"['sweet', 'dreamz', 'night', 'good']"
4,1.090375,0.92774326,"['scentsational', 'hope', 'get', 'dissed']"
4,0.48008525,-1.5723208,"['invite', 'twitter', 'people']"
4,0.33281314,0.24946491,"['big', 'enough', 'news', 'friends', 'new', 'bluestreak', 'coming', 'soon', 'works', 'good', 'project', 'jasonandjodie']"
4,1.3452442,0.41623402,"['yeah', 'cookrn', 'rockin', 'day', 'woohoo', 'core', 'hard']"
4,1.918451,0.8850264,"['hey', 'counts', 'jon', 'jonathanrknight', 'ya', 'love', 'understand']"
4,0.2969392,0.11218642,"['internship', 'place', 'stay', 'ive', 'yet', 'teaneck', 'back', 'time', 'luck', 'imalcolmjames', 'utah', 'heading', 'got', 'spend']"
4,-1.6673244,-0.58082056,"['without', 'feet', 'make', 'heh', 'bed', 'tripping', 'running', 'wall']"
4,0.3965704,0.99332786,"['using', 'week', 'pretty', 'mayhemstudios', 'yes', 'happy', 'result']"
4,0.9790613,-2.22774,"['larryczerwonka', 'exactly']"
4,1.2285174,0.8606547,"['stay', 'wake', 'wonder', 'pass', 'long']"
4,0.2609095,-1.1067957,"['doctor', 'let', 'wisdom', 'words', 'dub', 'caffeine', 'alcohol', 'great', 'tell', 'donniewahlberg']"
4,1.1808277,-0.03289125,"['knight', 'good', 'know', 'jonathanrknight', 'well', 'sleep']"
4,-0.017299604,-2.3352988,"['unc', 'champs', 'national', 'exhausted', 'glad', 'become', 'see', 'got']"
4,-0.5309761,0.24121943,"['thought', 'going', 'centrelink', 'bad', 'wasnt']"
4,1.5881053,1.4920555,"['davesjessica', 'want', 'way']"
4,-0.40723556,-0.504204,"['excited', 'hella', 'italian', 'cuz']"
4,-0.29286537,1.4170798,"['ram', 'opterons', 'research', 'machine', 'gigs', 'access', 'love', 'quad', 'core', 'bit']"
4,2.4334502,0.44443208,"['time', 'exhausting', 'day', 'quick']"
4,-1.4835582,1.9053603,"['jasmine', 'bohdi', 'holidays']"
4,0.7916511,0.37147513,"['hey', 'pfspleen', 'dreams', 'strange', 'last', 'dreamin', 'means', 'morning', 'good', 'sleepin', 'night']"
4,0.024602208,1.1013252,"['wooot', 'going', 'trampoine', 'outside', 'jump']"
4,0.18479812,0.072722375,"['finals', 'made', 'sophieveronica', 'cross', 'cool', 'country', 'yay', 'ps', 'sophie', 'rad', 'mates', 'today', 'love', 'everythins', 'lt']"
4,-1.8206614,0.9991393,"['huntersmama', 'thing', 'lol', 'thinking']"
4,0.51955384,0.27928954,"['listen', 'reply', 'feel', 'us', 'talk', 'back', 'happy', 'expect', 'none', 'jonathanrknight', 'pressured', 'able']"
4,0.23118861,0.15682465,"['oh', 'quot', 'movie', 'gotta', 'tho', 'suai', 'list', 'back', 'good', 'shooter', 'put', 'watch', 'seen']"
4,0.219514,0.0135017745,"['fb', 'spoken', 'better', 'ur', 'fire', 'hope', 'twitter', 'feelin', 'right', 'tell', 'love', 'great', 'donniewahlberg', 'night']"
4,0.30497727,0.11970521,"['trip', 'morn', 'bc', 'workouts', 'air', 'ha', 'keeping', 'fun', 'mexico', 'love', 'kourtneykardash', 'late', 'show', 'gonna', 'sleep', 'hate']"
4,0.42821586,0.37671944,"['dress', 'feel', 'new', 'somewhat', 'break', 'coming', 'pad', 'time', 'artistic', 'sketching', 'feeling', 'design']"
4,1.3118767,0.38537586,"['listening', 'mary', 'shinka', 'go']"
4,26.432465,-71.288025,['theashball']
4,-0.0933351,-0.75398725,"['nodame', 'think', 'classical', 'love', 'music', 'lt', 'falling', 'cantabile']"
4,-0.5192737,-0.10286433,"['going', 'skinny', 'ordered', 'balls', 'copy', 'canary', 'jeans', 'deep', 'love', 'underground', 'hardcore']"
4,0.25047353,0.66297287,"['chicken', 'noodle', 'also', 'kariegli', 'something', 'dinner', 'week', 'menu', 'cheese', 'soup', 'pasta', 'markegli']"
4,1.15789,-0.68405753,"['come', 'jersey', 'new']"
4,1.5406029,-2.044301,['facebook']
4,0.37063095,1.0906904,"['quote', 'nice', 'draw', 'good', 'vonster', 'like', 'point', 'though']"
4,-2.05356,-1.757554,"['croconaw', 'goodnight']"
4,1.0109551,-1.1660817,"['cross', 'one', 'favorites', 'lead', 'job', 'great', 'danielkirkley']"
4,0.26599947,0.11310197,"['starbucks', 'st', 'one', 'tried', 'lemonade', 'back', 'good', 'tea', 'already', 'gg', 'got', 'miss']"
4,-0.78929895,1.2970479,"['pow', 'oops', 'boom']"
4,0.81711775,-1.2684697,"['diva', 'stupid', 'super', 'university', 'red']"
4,-0.8852911,0.8600502,"['awesome', 'full', 'latest', 'episode', 'newnownext', 'like']"
4,0.59243554,0.4833322,"['remember', 'going', 'one', 'alright', 'faith', 'end', 'day', 'want', 'things']"
4,0.15310046,0.0502495,"['thanks', 'work', 'pbnjen', 'excited', 'rock', 'would', 'tour', 'making', 'love', 'great', 'even', 'pr']"
4,0.4312683,-2.095578,"['man', 'know', 'joy', 'give', 'donniewahlberg', 'amazing', 'lucky', 'years']"
4,1.1530677,-0.99989825,"['dictionary', 'vocabulary', 'visual', 'tothepc', 'check', 'come', 'fun']"
4,0.39769694,1.1295483,"['lady', 'kinda', 'needed', 'artistic', 'drunk', 'affirmation']"
4,0.49964696,0.31027982,"['tomorrow', 'morning', 'early', 'honey', 'really', 'goodnight', 'busy', 'day', 'later', 'catch']"
4,-1.1064166,-0.24034123,"['kakÃ£Â¯Ã¢Â¿Ã¢Â½en', 'je', 'od', 'rip', 'link', 'trenutek', 'resnice']"
4,-0.067143895,0.9355884,"['buttered', 'dinner', 'lamb', 'yum', 'tonight', 'rolls', 'hhhmmm', 'chowmein', 'roasted', 'slightly', 'hungry']"
4,-1.0202677,0.6809529,"['new', 'sony', 'tweeting', 'brand', 'psp']"
4,-1.4216038,0.61992455,"['hey', 'awesome', 'go', 'mussomitchel', 'brother', 'tour', 'metro', 'sometime', 'station', 'freakin']"
4,0.41446227,0.2323272,"['tweeps', 'get', 'go', 'shower', 'gotta', 'good', 'bye', 'everyone', 'im', 'well', 'haircut']"
4,-0.572757,-0.114601664,"['flickr', 'awesome', 'wonderful', 'love', 'fallen', 'juliaroy', 'seen']"
4,-0.6310539,0.6498362,"['made', 'khan', 'wrath', 'sorry', 'danielc']"
4,0.3921926,1.1133809,"['ahahah', 'doom', 'good', 'juggernaut', 'today', 'magneto', 'xavier', 'day', 'dr']"
4,0.23585762,0.12834954,"['get', 'star', 'jay', 'next', 'vicky', 'reciting', 'time', 'need', 'ricardooooo', 'geek', 'wars', 'tahoe', 'miss']"
4,-0.058980774,-1.2437872,"['make', 'blush', 'dont', 'aww']"
4,0.16276182,3.1061542,"['trying', 'thing', 'figure']"
4,0.21568288,2.705367,"['quot', 'watching', 'wesley', 'princess', 'bride', 'want']"
4,1.0465333,1.1237974,"['buy', 'terwillegar', 'fiances', 'lisaholmes', 'duplex']"
4,-1.4122081,1.5025855,"['apleaforaaron', 'smoked', 'yum', 'cheese', 'really', 'eat', 'austrian', 'hankering', 'could']"
4,0.054399893,-0.9684042,"['jealous', 'ddlovato', 'girl', 'fun', 'fucking', 'though', 'xxx']"
4,2.274762,0.8996464,"['go', 'named', 'name', 'bunnys', 'lmao', 'ahead', 'guess', 'lucy', 'thastevieg']"
4,-0.22198355,0.9117025,"['guys', 'iphone', 'yet', 'os', 'updates', 'pixelpipe', 'miss']"
4,0.047778726,-0.8654196,"['love', 'denise']"
